ID. Participant ID,,Clip,Start,End,,Rate or restate,E3,E4,e5
"HMO3paper[S7_ALT]. the page. [The woman made the other woman rip the paper.][Is there a way you could make this description better, maybe by changing a word?]",,HMO3paper,31,76,The woman made the other woman rip the paper.,Restate,,,
HMO3paper[S8_ABCD]. the page. [The woman in the purple shirt ripped the paper in half.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HMO3paper,32,87,The woman in the purple shirt ripped the paper in half.,Rate,B,B,B
"HMO3paper[S8_ALT]. the page. [The woman in the purple shirt ripped the paper in half.][Is there a way you could make this description better, maybe by changing a word?]",,HMO3paper,31,86,The woman in the purple shirt ripped the paper in half.,Restate,,,
HMO3paper[S9_ABCD]. the page. [The woman pushed the other woman so hard that she ripped the paper.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HMO3paper,32,99,The woman pushed the other woman so hard that she ripped the paper.,Rate,D,D,D
"HMO3paper[S9_ALT]. the page. [The woman pushed the other woman so hard that she ripped the paper.][Is there a way you could make this description better, maybe by changing a word?]",,HMO3paper,31,98,The woman pushed the other woman so hard that she ripped the paper.,Restate,,,
HMO3paper[S10_ABCD]. the page. [The woman in the purple shirt ripped the paper.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HMO3paper,33,80,The woman in the purple shirt ripped the paper.,Rate,B,B,B
"HMO3paper[S10_ALT]. the page. [The woman in the purple shirt ripped the paper.][Is there a way you could make this description better, maybe by changing a word?]",,HMO3paper,32,79,The woman in the purple shirt ripped the paper.,Restate,,,
HOproc1swing[S1_ABCD]. the page. [The swing swung because the man pushed it.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HOproc1swing,35,77,The swing swung because the man pushed it.,Rate,D,D,D
"HOproc1swing[S1_ALT]. the page. [The swing swung because the man pushed it.][Is there a way you could make this description better, maybe by changing a word?]",,HOproc1swing,34,76,The swing swung because the man pushed it.,Restate,,,
HOproc1swing[S2_ABCD]. the page. [The swing swung because of the man.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HOproc1swing,35,70,The swing swung because of the man.,Rate,C,D,C
"HOproc1swing[S2_ALT]. the page. [The swing swung because of the man.][Is there a way you could make this description better, maybe by changing a word?]",,HOproc1swing,34,69,The swing swung because of the man.,Restate,,,
HOproc1swing[S3_ABCD]. the page. [The man caused the swing to swing.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HOproc1swing,35,69,The man caused the swing to swing.,Rate,C,D,D
"HOproc1swing[S3_ALT]. the page. [The man caused the swing to swing.][Is there a way you could make this description better, maybe by changing a word?]",,HOproc1swing,34,68,The man caused the swing to swing.,Restate,,,
HOproc1swing[S4_ABCD]. the page. [The man made the swing swing.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HOproc1swing,35,64,The man made the swing swing.,Rate,D,D,C
"HOproc1swing[S4_ALT]. the page. [The man made the swing swing.][Is there a way you could make this description better, maybe by changing a word?]",,HOproc1swing,34,63,The man made the swing swing.,Restate,,,
HOproc1swing[S5_ABCD]. the page. [The man pushed the swing so hard that it swung.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HOproc1swing,35,82,The man pushed the swing so hard that it swung.,Rate,C,D,D
"HOproc1swing[S5_ALT]. the page. [The man pushed the swing so hard that it swung.][Is there a way you could make this description better, maybe by changing a word?]",,HOproc1swing,34,81,The man pushed the swing so hard that it swung.,Restate,,,
HOproc1swing[S6_ABCD]. the page. [The man swung the swing.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HOproc1swing,35,59,The man swung the swing.,Rate,C,D,D
"HOproc1swing[S6_ALT]. the page. [The man swung the swing.][Is there a way you could make this description better, maybe by changing a word?]",,HOproc1swing,34,58,The man swung the swing.,Restate,,,
HCO2paper[S1_ABCD]. the page. [The woman tore the paper because the other woman told her to tear it.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCO2paper,32,101,The woman tore the paper because the other woman told her to tear it.,Rate,D,D,C
"HCO2paper[S1_ALT]. the page. [The woman tore the paper because the other woman told her to tear it.][Is there a way you could make this description better, maybe by changing a word?]",,HCO2paper,31,100,The woman tore the paper because the other woman told her to tear it.,Restate,,,
HCO2paper[S2_ABCD]. the page. [The paper tore because of the woman in the dark green sweater.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCO2paper,32,94,The paper tore because of the woman in the dark green sweater.,Rate,C,B,C
"HCO2paper[S2_ALT]. the page. [The paper tore because of the woman in the dark green sweater.][Is there a way you could make this description better, maybe by changing a word?]",,HCO2paper,31,93,The paper tore because of the woman in the dark green sweater.,Restate,,,
HCO2paper[S3_ABCD]. the page. [The woman in the dark green sweater caused the paper to tear.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCO2paper,32,93,The woman in the dark green sweater caused the paper to tear.,Rate,B,B,C
"HCO2paper[S3_ALT]. the page. [The woman in the dark green sweater caused the paper to tear.][Is there a way you could make this description better, maybe by changing a word?]",,HCO2paper,31,92,The woman in the dark green sweater caused the paper to tear.,Restate,,,
HCO2paper[S4_ABCD]. the page. [The woman caused the other woman to tear the paper.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCO2paper,32,83,The woman caused the other woman to tear the paper.,Rate,D,C,D
"HCO2paper[S4_ALT]. the page. [The woman caused the other woman to tear the paper.][Is there a way you could make this description better, maybe by changing a word?]",,HCO2paper,31,82,The woman caused the other woman to tear the paper.,Restate,,,
HCO2paper[CONTROL_ABCD]. the page. [The woman gave the other woman a piece of paper.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCO2paper,37,85,The woman gave the other woman a piece of paper.,Rate,C,D,D
"HCO2paper[CONTROL_ALT]. the page. [The woman gave the other woman a piece of paper.][Is there a way you could make this description better, maybe by changing a word?]",,HCO2paper,36,84,The woman gave the other woman a piece of paper.,Restate,,,
"HCO2paper[S6_ABCD]. the page. [The woman told the other woman to tear the paper in half, so she tore it.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)]",,HCO2paper,32,105,"The woman told the other woman to tear the paper in half, so she tore it.",Rate,D,D,C
"HCO2paper[S6_ALT]. the page. [The woman told the other woman to tear the paper in half, so she tore it.][Is there a way you could make this description better, maybe by changing a word?]",,HCO2paper,31,104,"The woman told the other woman to tear the paper in half, so she tore it.",Restate,,,
HCO2paper[S7_ABCD]. the page. [The woman in the dark green sweater made the paper tear.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCO2paper,32,88,The woman in the dark green sweater made the paper tear.,Rate,B,B,C
"HCO2paper[S7_ALT]. the page. [The woman in the dark green sweater made the paper tear.][Is there a way you could make this description better, maybe by changing a word?]",,HCO2paper,31,87,The woman in the dark green sweater made the paper tear.,Restate,,,
HCO2paper[S8_ABCD]. the page. [The woman made the other woman tear the paper.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCO2paper,32,78,The woman made the other woman tear the paper.,Rate,C,C,C
"HCO2paper[S8_ALT]. the page. [The woman made the other woman tear the paper.][Is there a way you could make this description better, maybe by changing a word?]",,HCO2paper,31,77,The woman made the other woman tear the paper.,Restate,,,
HCO2paper[S9_ABCD]. the page. [The woman in the dark green sweater tore the paper into pieces.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCO2paper,32,95,The woman in the dark green sweater tore the paper into pieces.,Rate,B,B,B
"HCO2paper[S9_ALT]. the page. [The woman in the dark green sweater tore the paper into pieces.][Is there a way you could make this description better, maybe by changing a word?]",,HCO2paper,31,94,The woman in the dark green sweater tore the paper into pieces.,Restate,,,
HCO2paper[S10_ABCD]. the page. [The woman in the dark green sweater tore the paper.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCO2paper,33,84,The woman in the dark green sweater tore the paper.,Rate,B,B,B
"HCO2paper[S10_ALT]. the page. [The woman in the dark green sweater tore the paper.][Is there a way you could make this description better, maybe by changing a word?]",,HCO2paper,32,83,The woman in the dark green sweater tore the paper.,Restate,,,
UM2overboard[S1_ABCD]. the page. [The man fell into the water because the reporter bumped him.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UM2overboard,35,95,The man fell into the water because the reporter bumped him.,Rate,D,D,D
"UM2overboard[S1_ALT]. the page. [The man fell into the water because the reporter bumped him.][Is there a way you could make this description better, maybe by changing a word?]",,UM2overboard,34,94,The man fell into the water because the reporter bumped him.,Restate,,,
UM2overboard[S2_ABCD]. the page. [The man fell into the water because of the reporter.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UM2overboard,35,87,The man fell into the water because of the reporter.,Rate,C,D,C
"UM2overboard[S2_ALT]. the page. [The man fell into the water because of the reporter.][Is there a way you could make this description better, maybe by changing a word?]",,UM2overboard,34,86,The man fell into the water because of the reporter.,Restate,,,
UM2overboard[S3_ABCD]. the page. [The reporter caused the other man to fall in the water.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UM2overboard,35,90,The reporter caused the other man to fall in the water.,Rate,C,D,D
"UM2overboard[S3_ALT]. the page. [The reporter caused the other man to fall in the water.][Is there a way you could make this description better, maybe by changing a word?]",,UM2overboard,34,89,The reporter caused the other man to fall in the water.,Restate,,,
UM2overboard[S4_ABCD]. the page. [The reporter made the other man fall in the water.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UM2overboard,35,85,The reporter made the other man fall in the water.,Rate,C,D,C
"UM2overboard[S4_ALT]. the page. [The reporter made the other man fall in the water.][Is there a way you could make this description better, maybe by changing a word?]",,UM2overboard,34,84,The reporter made the other man fall in the water.,Restate,,,
UM2overboard[S5_ABCD]. the page. [The reporter knocked the other man into the water.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UM2overboard,35,85,The reporter knocked the other man into the water.,Rate,D,D,D
"UM2overboard[S5_ALT]. the page. [The reporter knocked the other man into the water.][Is there a way you could make this description better, maybe by changing a word?]",,UM2overboard,34,84,The reporter knocked the other man into the water.,Restate,,,
UM2overboard[S6_ABCD]. the page. [The reporter bumped the other man so hard that he fell into the water.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UM2overboard,35,105,The reporter bumped the other man so hard that he fell into the water.,Rate,C,D,D
"UM2overboard[S6_ALT]. the page. [The reporter bumped the other man so hard that he fell into the water.][Is there a way you could make this description better, maybe by changing a word?]",,UM2overboard,34,104,The reporter bumped the other man so hard that he fell into the water.,Restate,,,
UOproc1swing[S1_ABCD]. the page. [The swing swung because the man walked into it.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UOproc1swing,35,82,The swing swung because the man walked into it.,Rate,D,D,D
"UOproc1swing[S1_ALT]. the page. [The swing swung because the man walked into it.][Is there a way you could make this description better, maybe by changing a word?]",,UOproc1swing,34,81,The swing swung because the man walked into it.,Restate,,,
UOproc1swing[S2_ABCD]. the page. [The swing swung because of the man.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UOproc1swing,35,70,The swing swung because of the man.,Rate,D,D,C
"UOproc1swing[S2_ALT]. the page. [The swing swung because of the man.][Is there a way you could make this description better, maybe by changing a word?]",,UOproc1swing,34,69,The swing swung because of the man.,Restate,,,
UOproc1swing[S3_ABCD]. the page. [The man caused the swing to swing.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UOproc1swing,35,69,The man caused the swing to swing.,Rate,C,D,D
"UOproc1swing[S3_ALT]. the page. [The man caused the swing to swing.][Is there a way you could make this description better, maybe by changing a word?]",,UOproc1swing,34,68,The man caused the swing to swing.,Restate,,,
UOproc1swing[S4_ABCD]. the page. [The man made the swing swing.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UOproc1swing,35,64,The man made the swing swing.,Rate,C,D,C
"UOproc1swing[S4_ALT]. the page. [The man made the swing swing.][Is there a way you could make this description better, maybe by changing a word?]",,UOproc1swing,34,63,The man made the swing swing.,Restate,,,
UOproc1swing[S5_ABCD]. the page. [The man swung the swing.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UOproc1swing,35,59,The man swung the swing.,Rate,C,C,B
"UOproc1swing[S5_ALT]. the page. [The man swung the swing.][Is there a way you could make this description better, maybe by changing a word?]",,UOproc1swing,34,58,The man swung the swing.,Restate,,,
HC2sit[S1_ABCD]. the page. [The woman sat down because the man told her to sit.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HC2sit,29,80,The woman sat down because the man told her to sit.,Rate,D,D,D
"HC2sit[S1_ALT]. the page. [The woman sat down because the man told her to sit.][Is there a way you could make this description better, maybe by changing a word?]",,HC2sit,28,79,The woman sat down because the man told her to sit.,Restate,,,
HC2sit[S2_ABCD]. the page. [The woman sat because of the man.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HC2sit,29,62,The woman sat because of the man.,Rate,C,D,C
"HC2sit[S2_ALT]. the page. [The woman sat because of the man.][Is there a way you could make this description better, maybe by changing a word?]",,HC2sit,28,61,The woman sat because of the man.,Restate,,,
HC2sit[S3_ABCD]. the page. [The man caused the woman to sit.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HC2sit,29,61,The man caused the woman to sit.,Rate,C,C,D
"HC2sit[S3_ALT]. the page. [The man caused the woman to sit.][Is there a way you could make this description better, maybe by changing a word?]",,HC2sit,28,60,The man caused the woman to sit.,Restate,,,
HC2sit[CONTROL_ABCD]. the page. [The man told the woman to kick the chair.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HC2sit,34,75,The man told the woman to kick the chair.,Rate,B,B,B
"HC2sit[CONTROL_ALT]. the page. [The man told the woman to kick the chair.][Is there a way you could make this description better, maybe by changing a word?]",,HC2sit,33,74,The man told the woman to kick the chair.,Restate,,,
HC2sit[S5_ABCD]. the page. [The man made the woman sit.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HC2sit,29,56,The man made the woman sit.,Rate,D,D,D
"HC2sit[S5_ALT]. the page. [The man made the woman sit.][Is there a way you could make this description better, maybe by changing a word?]",,HC2sit,28,55,The man made the woman sit.,Restate,,,
HC2sit[S6_ABCD]. the page. [The man sat the woman down.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HC2sit,29,56,The man sat the woman down.,Rate,C,C,C
"HC2sit[S6_ALT]. the page. [The man sat the woman down.][Is there a way you could make this description better, maybe by changing a word?]",,HC2sit,28,55,The man sat the woman down.,Restate,,,
HC2sit[S7_ABCD]. the page. [The man sat the woman.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HC2sit,29,51,The man sat the woman.,Rate,A,A,B
"HC2sit[S7_ALT]. the page. [The man sat the woman.][Is there a way you could make this description better, maybe by changing a word?]",,HC2sit,28,50,The man sat the woman.,Restate,,,
HCOproc1swing[S1_ABCD]. the page. [The man in the brown jacket swung the swing because the woman in the dark jacket told him to swing it.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCOproc1swing,36,138,The man in the brown jacket swung the swing because the woman in the dark jacket told him to swing it.,Rate,D,D,C
"HCOproc1swing[S1_ALT]. the page. [The man in the brown jacket swung the swing because the woman in the dark jacket told him to swing it.][Is there a way you could make this description better, maybe by changing a word?]",,HCOproc1swing,35,137,The man in the brown jacket swung the swing because the woman in the dark jacket told him to swing it.,Restate,,,
HCOproc1swing[S2_ABCD]. the page. [The swing swung because of the woman in the dark jacket.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCOproc1swing,36,92,The swing swung because of the woman in the dark jacket.,Rate,C,C,C
"HCOproc1swing[S2_ALT]. the page. [The swing swung because of the woman in the dark jacket.][Is there a way you could make this description better, maybe by changing a word?]",,HCOproc1swing,35,91,The swing swung because of the woman in the dark jacket.,Restate,,,
HCOproc1swing[S3_ABCD]. the page. [The woman in the dark jacket caused the swing to swing.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCOproc1swing,36,91,The woman in the dark jacket caused the swing to swing.,Rate,B,C,B
"HCOproc1swing[S3_ALT]. the page. [The woman in the dark jacket caused the swing to swing.][Is there a way you could make this description better, maybe by changing a word?]",,HCOproc1swing,35,90,The woman in the dark jacket caused the swing to swing.,Restate,,,
HCOproc1swing[S4_ABCD]. the page. [The woman in the dark jacket caused the man in the brown jacket to swing the swing.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCOproc1swing,36,119,The woman in the dark jacket caused the man in the brown jacket to swing the swing.,Rate,D,D,D
"HCOproc1swing[S4_ALT]. the page. [The woman in the dark jacket caused the man in the brown jacket to swing the swing.][Is there a way you could make this description better, maybe by changing a word?]",,HCOproc1swing,35,118,The woman in the dark jacket caused the man in the brown jacket to swing the swing.,Restate,,,
HCOproc1swing[S5_ABCD]. the page. [The woman in the dark jacket made the swing swing.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCOproc1swing,36,86,The woman in the dark jacket made the swing swing.,Rate,B,B,B
"HCOproc1swing[S5_ALT]. the page. [The woman in the dark jacket made the swing swing.][Is there a way you could make this description better, maybe by changing a word?]",,HCOproc1swing,35,85,The woman in the dark jacket made the swing swing.,Restate,,,
HCOproc1swing[S6_ABCD]. the page. [The woman in the dark jacket made the man swing the swing.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCOproc1swing,36,94,The woman in the dark jacket made the man swing the swing.,Rate,D,C,C
"HCOproc1swing[S6_ALT]. the page. [The woman in the dark jacket made the man swing the swing.][Is there a way you could make this description better, maybe by changing a word?]",,HCOproc1swing,35,93,The woman in the dark jacket made the man swing the swing.,Restate,,,
HCOproc1swing[S7_ABCD]. the page. [The woman in the dark jacket swung the swing back and forth.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCOproc1swing,36,96,The woman in the dark jacket swung the swing back and forth.,Rate,B,B,B
"HCOproc1swing[S7_ALT]. the page. [The woman in the dark jacket swung the swing back and forth.][Is there a way you could make this description better, maybe by changing a word?]",,HCOproc1swing,35,95,The woman in the dark jacket swung the swing back and forth.,Restate,,,
HCOproc1swing[S8_ABCD]. the page. [The woman in the dark jacket swung the swing.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCOproc1swing,36,81,The woman in the dark jacket swung the swing.,Rate,B,B,B
"HCOproc1swing[S8_ALT]. the page. [The woman in the dark jacket swung the swing.][Is there a way you could make this description better, maybe by changing a word?]",,HCOproc1swing,35,80,The woman in the dark jacket swung the swing.,Restate,,,
UOI1cuptower[S1_ABCD]. the page. [The stack of cups fell over because the man bumped it with the broom handle.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UOI1cuptower,35,111,The stack of cups fell over because the man bumped it with the broom handle.,Rate,D,D,D
"UOI1cuptower[S1_ALT]. the page. [The stack of cups fell over because the man bumped it with the broom handle.][Is there a way you could make this description better, maybe by changing a word?]",,UOI1cuptower,34,110,The stack of cups fell over because the man bumped it with the broom handle.,Restate,,,
UOI1cuptower[S2_ABCD]. the page. [The stack of cups fell over because of the man.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UOI1cuptower,35,82,The stack of cups fell over because of the man.,Rate,C,D,C
"UOI1cuptower[S2_ALT]. the page. [The stack of cups fell over because of the man.][Is there a way you could make this description better, maybe by changing a word?]",,UOI1cuptower,34,81,The stack of cups fell over because of the man.,Restate,,,
UOI1cuptower[S3_ABCD]. the page. [The man caused the stack of cups to fall down with the broom handle.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UOI1cuptower,35,103,The man caused the stack of cups to fall down with the broom handle.,Rate,D,D,D
"UOI1cuptower[S3_ALT]. the page. [The man caused the stack of cups to fall down with the broom handle.][Is there a way you could make this description better, maybe by changing a word?]",,UOI1cuptower,34,102,The man caused the stack of cups to fall down with the broom handle.,Restate,,,
UOI1cuptower[S4_ABCD]. the page. [The man made the stack of cups fall down with the broom handle.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UOI1cuptower,35,98,The man made the stack of cups fall down with the broom handle.,Rate,D,D,C
"UOI1cuptower[S4_ALT]. the page. [The man made the stack of cups fall down with the broom handle.][Is there a way you could make this description better, maybe by changing a word?]",,UOI1cuptower,34,97,The man made the stack of cups fall down with the broom handle.,Restate,,,
UOI1cuptower[S5_ABCD]. the page. [The man knocked over the stack of cups with the broom handle.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UOI1cuptower,35,96,The man knocked over the stack of cups with the broom handle.,Rate,D,D,C
"UOI1cuptower[S5_ALT]. the page. [The man knocked over the stack of cups with the broom handle.][Is there a way you could make this description better, maybe by changing a word?]",,UOI1cuptower,34,95,The man knocked over the stack of cups with the broom handle.,Restate,,,
UOI1cuptower[S6_ABCD]. the page. [The man destroyed the stack of cups with the broom handle.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UOI1cuptower,35,93,The man destroyed the stack of cups with the broom handle.,Rate,B,D,B
"UOI1cuptower[S6_ALT]. the page. [The man destroyed the stack of cups with the broom handle.][Is there a way you could make this description better, maybe by changing a word?]",,UOI1cuptower,34,92,The man destroyed the stack of cups with the broom handle.,Restate,,,
UU2sneeze[S1_ABCD]. the page. [The woman jumped because the other woman sneezed.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UU2sneeze,32,81,The woman jumped because the other woman sneezed.,Rate,D,C,D
"UU2sneeze[S1_ALT]. the page. [The woman jumped because the other woman sneezed.][Is there a way you could make this description better, maybe by changing a word?]",,UU2sneeze,31,80,The woman jumped because the other woman sneezed.,Restate,, The woman jumped when the other woman sneezed. ,
UU2sneeze[S2_ABCD]. the page. [The woman in the green sweater jumped because of the other woman.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UU2sneeze,32,97,The woman in the green sweater jumped because of the other woman.,Rate,C,D,D
"UU2sneeze[S2_ALT]. the page. [The woman in the green sweater jumped because of the other woman.][Is there a way you could make this description better, maybe by changing a word?]",,UU2sneeze,31,96,The woman in the green sweater jumped because of the other woman.,Restate,,,
UU2sneeze[S3_ABCD]. the page. [The woman caused the other woman to jump.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UU2sneeze,32,73,The woman caused the other woman to jump.,Rate,C,D,D
"UU2sneeze[S3_ALT]. the page. [The woman caused the other woman to jump.][Is there a way you could make this description better, maybe by changing a word?]",,UU2sneeze,31,72,The woman caused the other woman to jump.,Restate,,,
UU2sneeze[CONTROL_ABCD]. the page. [The woman made the other woman sneeze.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UU2sneeze,37,75,The woman made the other woman sneeze.,Rate,B,B,B
"UU2sneeze[CONTROL_ALT]. the page. [The woman made the other woman sneeze.][Is there a way you could make this description better, maybe by changing a word?]",,UU2sneeze,36,74,The woman made the other woman sneeze.,Restate,,,
UU2sneeze[S5_ABCD]. the page. [The woman made the other woman jump.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UU2sneeze,32,68,The woman made the other woman jump.,Rate,C,C,C
"UU2sneeze[S5_ALT]. the page. [The woman made the other woman jump.][Is there a way you could make this description better, maybe by changing a word?]",,UU2sneeze,31,67,The woman made the other woman jump.,Restate,,,
UU2sneeze[S6_ABCD]. the page. [The woman was startled by another woman.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UU2sneeze,32,72,The woman was startled by another woman.,Rate,D,D,D
"UU2sneeze[S6_ALT]. the page. [The woman was startled by another woman.][Is there a way you could make this description better, maybe by changing a word?]",,UU2sneeze,31,71,The woman was startled by another woman.,Restate,,,
HU1laughnew[S1_ABCD]. the page. [The woman laughed because the man made a funny noise.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HU1laughnew,34,87,The woman laughed because the man made a funny noise.,Rate,D,D,D
"HU1laughnew[S1_ALT]. the page. [The woman laughed because the man made a funny noise.][Is there a way you could make this description better, maybe by changing a word?]",,HU1laughnew,33,86,The woman laughed because the man made a funny noise.,Restate,,,
HU1laughnew[S2_ABCD]. the page. [The woman laughed because of the man.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HU1laughnew,34,71,The woman laughed because of the man.,Rate,C,D,C
"HU1laughnew[S2_ALT]. the page. [The woman laughed because of the man.][Is there a way you could make this description better, maybe by changing a word?]",,HU1laughnew,33,70,The woman laughed because of the man.,Restate,,,
HU1laughnew[S3_ABCD]. the page. [The man caused the woman to laugh.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HU1laughnew,34,68,The man caused the woman to laugh.,Rate,C,D,D
"HU1laughnew[S3_ALT]. the page. [The man caused the woman to laugh.][Is there a way you could make this description better, maybe by changing a word?]",,HU1laughnew,33,67,The man caused the woman to laugh.,Restate,,,
HU1laughnew[CONTROL_ABCD]. the page. [The man scared the woman by making a face.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HU1laughnew,39,81,The man scared the woman by making a face.,Rate,B,B,D
"HU1laughnew[CONTROL_ALT]. the page. [The man scared the woman by making a face.][Is there a way you could make this description better, maybe by changing a word?]",,HU1laughnew,38,80,The man scared the woman by making a face.,Restate,,,
HU1laughnew[S5_ABCD]. the page. [The man made the woman laugh.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HU1laughnew,34,63,The man made the woman laugh.,Rate,D,D,D
"HU1laughnew[S5_ALT]. the page. [The man made the woman laugh.][Is there a way you could make this description better, maybe by changing a word?]",,HU1laughnew,33,62,The man made the woman laugh.,Restate,,,
NCO1umbrella[S1_ABCD]. the page. [Barack Obama opened his umbrella because it was raining.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,NCO1umbrella,35,91,Barack Obama opened his umbrella because it was raining.,Rate,D,D,D
"NCO1umbrella[S1_ALT]. the page. [Barack Obama opened his umbrella because it was raining.][Is there a way you could make this description better, maybe by changing a word?]",,NCO1umbrella,34,90,Barack Obama opened his umbrella because it was raining.,Restate,,,
NCO1umbrella[S2_ABCD]. the page. [The umbrella opened because of the wind.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,NCO1umbrella,35,75,The umbrella opened because of the wind.,Rate,B,B,B
"NCO1umbrella[S2_ALT]. the page. [The umbrella opened because of the wind.][Is there a way you could make this description better, maybe by changing a word?]",,NCO1umbrella,34,74,The umbrella opened because of the wind.,Restate,,,
NCO1umbrella[S3_ABCD]. the page. [The rain caused the umbrella to open.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,NCO1umbrella,35,72,The rain caused the umbrella to open.,Rate,B,C,B
"NCO1umbrella[S3_ALT]. the page. [The rain caused the umbrella to open.][Is there a way you could make this description better, maybe by changing a word?]",,NCO1umbrella,34,71,The rain caused the umbrella to open.,Restate,,,
NCO1umbrella[S4_ABCD]. the page. [The rain caused Barack Obama to open his umbrella.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,NCO1umbrella,35,85,The rain caused Barack Obama to open his umbrella.,Rate,C,D,D
"NCO1umbrella[S4_ALT]. the page. [The rain caused Barack Obama to open his umbrella.][Is there a way you could make this description better, maybe by changing a word?]",,NCO1umbrella,34,84,The rain caused Barack Obama to open his umbrella.,Restate,,,
NCO1umbrella[S5_ABCD]. the page. [The rain made the umbrella open.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,NCO1umbrella,35,67,The rain made the umbrella open.,Rate,B,C,C
"NCO1umbrella[S5_ALT]. the page. [The rain made the umbrella open.][Is there a way you could make this description better, maybe by changing a word?]",,NCO1umbrella,34,66,The rain made the umbrella open.,Restate,,,
